타임스탬프,0. 당신의 성함,0. 당신의 이상형,0.1. 나의 동물상,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/02/21 8:22:36 AM GMT+9,김린현,여우상,공룡상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,4,4,5,4,1,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/02 12:30:17 AM GMT+9,정나온,너구리상,너구리상,2명,딸2 아들1,결혼 후 1~2년 이내,무자녀,3,2,4,4,2,5,2,4,2,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/25 9:04:18 AM GMT+9,백서담,고양이상,토끼상,2명,오직 딸,결혼 후 3~5년 이내,무자녀,1,1,4,4,2,2,4,5,1,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/03/04 11:58:20 AM GMT+9,홍현솔,여우상,강아지상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,4,5,5,4,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/26 11:04:56 AM GMT+9,신온림,여우상,여우상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,2,1,4,5,5,2,4,3,2,3,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",3,
2026/03/05 8:28:00 AM GMT+9,윤별도,고양이상,강아지상,1명,되는대로,경제적 안정 후,의학적 도움 적극 시도;무자녀,1,1,1,5,5,5,2,2,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",1,
2026/02/27 12:37:02 PM GMT+9,고진온,원숭이상,말상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,2,1,5,5,4,3,3,3,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/02/20 6:26:28 AM GMT+9,서민린,고양이상,늑대상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,3,1,5,5,4,3,5,4,1,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/02/27 7:39:26 PM GMT+9,강혜별,여우상,코알라상,1명,오직 딸,경제적 안정 후,무자녀,4,1,5,4,1,4,2,1,1,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",4,
2026/03/07 2:26:33 PM GMT+9,노서준,고양이상,도룡뇽상,2명,오직 딸,경제적 안정 후,무자녀;의학적 도움 적극 시도,1,1,5,5,5,5,5,3,3,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/23 7:36:20 PM GMT+9,장주연,너구리상,꽃돼지상,그 이상,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,4,3,5,3,4,2,4,3,1,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",4,
2026/02/26 6:41:00 AM GMT+9,전주예,고양이상,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,4,4,5,2,2,1,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",5,
2026/02/23 7:44:06 PM GMT+9,한린태,강아지상,늑대상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,4,2,4,5,2,4,2,3,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",3,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/02/22 10:50:45 AM GMT+9,한라준,강아지상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,1,4,4,4,2,2,4,2,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",2,
2026/03/04 10:36:31 PM GMT+9,전빈온,오리상,너구리상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,5,4,3,5,3,3,1,5,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",3,
2026/03/03 9:05:09 AM GMT+9,정우하,고양이상,꽃돼지상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;입양 고려,2,3,4,5,4,3,4,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/03/08 11:03:44 PM GMT+9,윤민별,곰상,사슴상,2명,아들1 딸2,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,3,4,5,5,4,5,4,3,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",3,
2026/02/27 6:45:23 AM GMT+9,정나진,말상,말상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,3,1,5,4,4,4,1,3,2,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/02/22 5:13:31 PM GMT+9,윤훈혜,늑대상,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,5,5,2,5,2,4,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/25 10:22:16 AM GMT+9,윤담온,곰상,늑대상,1명,딸2 아들1,결혼 후 1~2년 이내,무자녀,1,3,5,5,4,5,5,5,3,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/28 7:04:04 AM GMT+9,심담영,코알라상,코알라상,1명,"딸 2명, 아들 1명",결혼 후 3~5년 이내,무자녀,3,1,5,4,3,4,2,2,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",5,
2026/02/20 8:23:09 PM GMT+9,노나수,강아지상,도룡뇽상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,5,5,5,5,2,5,1,1,1,1,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",5,"회복탄력성, 생활력 강한 사람",5,
2026/02/23 3:17:31 AM GMT+9,문수아,고양이상,꽃돼지상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;입양 고려,2,2,3,5,4,1,1,4,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/03/05 2:23:09 PM GMT+9,오도경,강아지상,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,4,5,5,3,4,4,5,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/02/20 9:55:14 AM GMT+9,안서수,곰상,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,4,4,4,5,4,4,5,4,2,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",4,
2026/02/20 4:47:44 AM GMT+9,정연하,여우상,토끼상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,4,2,5,4,3,4,2,4,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/28 5:52:46 AM GMT+9,고연겸,곰상,도룡뇽상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,4,5,5,1,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/04 6:31:47 PM GMT+9,서율아,곰상,강아지상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,4,2,5,5,3,2,4,5,4,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",2,
2026/03/01 5:25:25 AM GMT+9,이혜도,오리상,꼬부기상,2명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,2,3,5,4,4,4,4,3,4,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",3,
2026/02/26 3:04:00 AM GMT+9,허준담,고양이상,쿼카상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,2,2,4,5,4,4,2,3,4,1,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",2,
2026/02/25 4:39:25 PM GMT+9,배태연,오리상,오리상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,4,1,5,4,4,2,5,1,1,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/07 6:20:31 PM GMT+9,서율우,곰상,원숭이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,5,3,4,2,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/07 8:26:34 PM GMT+9,권솔호,여우상,햄스터상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,5,4,4,5,5,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/03/05 2:47:57 AM GMT+9,손찬라,강아지상,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,5,5,3,1,5,3,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/23 9:53:58 PM GMT+9,서지지,여우상,토끼상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,1,3,5,4,2,5,4,3,1,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",1,
2026/02/24 10:47:10 PM GMT+9,남경민,고양이상,사슴상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,2,3,4,2,5,5,3,1,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",1,
2026/03/02 5:07:32 PM GMT+9,문서라,여우상,햄스터상,2명,오직 딸,결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,4,1,5,3,2,4,5,3,2,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/04 11:52:55 PM GMT+9,고예민,너구리상,늑대상,3명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,2,5,4,4,4,4,2,4,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",5,
2026/02/20 4:20:42 PM GMT+9,유호수,곰상,곰상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려,2,1,5,5,4,2,4,5,2,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/03/03 10:01:20 AM GMT+9,장준겸,오리상,오리상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,5,2,4,5,5,2,4,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",1,
2026/02/28 2:59:59 PM GMT+9,윤은율,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,4,4,2,5,4,3,1,1,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/03 7:34:02 PM GMT+9,하혜영,강아지상,너구리상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,4,5,3,1,1,3,3,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/03/04 11:22:52 AM GMT+9,박찬별,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,1,5,5,4,4,5,3,2,2,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",4,
2026/02/22 8:20:25 AM GMT+9,홍온린,알파카상,햄스터상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,5,4,4,5,5,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",4,
2026/02/22 1:30:58 AM GMT+9,전지준,고양이상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,5,4,5,2,1,2,4,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/22 8:53:00 PM GMT+9,최빈은,사슴상,쿼카상,그 이상,오직 딸,결혼 후 3~5년 이내,무자녀,3,2,4,4,4,2,1,3,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/02/20 10:24:48 AM GMT+9,안도하,여우상,말상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,1,5,5,5,5,2,5,2,3,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/23 2:31:23 AM GMT+9,송혜예,너구리상,너구리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,2,4,5,2,1,5,3,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/03 3:56:17 AM GMT+9,정겸라,여우상,알파카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,1,1,5,5,2,4,5,4,2,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",5,
2026/02/20 1:38:14 PM GMT+9,정솔빈,여우상,곰상,2명,오직 딸,경제적 안정 후,입양 고려,3,1,1,5,5,4,5,3,1,5,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/21 2:21:13 AM GMT+9,홍예서,고양이상,고양이상,그 이상,되는대로,결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,1,1,5,5,2,4,4,2,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",1,
2026/02/21 4:50:07 PM GMT+9,이림찬,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,5,5,5,5,3,4,1,1,1,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",5,
2026/02/26 11:53:11 AM GMT+9,오수은,여우상,쿼카상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,4,5,5,3,5,4,3,4,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/07 9:21:55 PM GMT+9,조라영,꽃돼지상,너구리상,1명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도;무자녀,4,1,5,4,4,2,4,4,4,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/21 11:31:19 AM GMT+9,조주혜,강아지상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,3,5,4,4,4,4,4,3,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/25 9:53:12 PM GMT+9,유영진,여우상,코알라상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;무자녀,2,4,5,5,3,4,5,3,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",4,
2026/02/21 5:43:45 AM GMT+9,신수성,고양이상,코알라상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,1,5,5,3,2,4,5,4,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/03/02 7:31:47 PM GMT+9,최나빈,고양이상,코알라상,1명,오직 딸,결혼 후 3~5년 이내,무자녀,2,1,4,4,4,4,4,4,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",4,
2026/03/03 9:08:03 AM GMT+9,강온빈,강아지상,말상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,2,5,5,2,4,1,3,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",5,
2026/03/03 7:25:58 PM GMT+9,홍준윤,햄스터상,사슴상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,5,5,5,5,2,5,1,1,1,1,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",5,
2026/02/25 12:41:35 PM GMT+9,박빈예,알파카상,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀;입양 고려,2,2,2,4,3,4,5,5,2,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/03/01 3:07:59 AM GMT+9,강혜나,코알라상,알파카상,2명,"딸 2명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,2,4,4,3,1,1,4,4,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/27 8:44:10 PM GMT+9,최은우,여우상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,2,4,4,5,2,1,3,4,1,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",1,
2026/03/05 1:00:41 AM GMT+9,조민준,쿼카상,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀;입양 고려,2,4,4,5,2,1,5,3,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",5,
2026/02/25 8:30:49 AM GMT+9,노지율,쥐상,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,4,3,5,5,3,4,4,5,4,2,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",2,
2026/03/06 10:43:52 AM GMT+9,양윤온,여우상,오리상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,2,5,3,3,4,1,3,3,1,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",4,
2026/02/23 2:40:44 PM GMT+9,조주연,곰상,사슴상,2명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,2,1,4,4,1,4,2,3,2,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/02 2:18:11 PM GMT+9,황수혜,고양이상,고양이상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,5,5,1,4,2,4,2,1,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",2,
2026/02/27 1:36:17 AM GMT+9,한진준,고양이상,오리상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;무자녀,2,4,4,3,3,2,4,1,1,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",3,
2026/02/25 3:38:29 AM GMT+9,이율태,늑대상,말상,1명,아들1 딸2,경제적 안정 후,무자녀;의학적 도움 적극 시도,4,3,5,5,3,4,2,4,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/02/26 12:26:23 AM GMT+9,장연담,여우상,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,5,5,3,2,4,5,3,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
