타임스탬프,0. 당신의 성함,0. 당신의 이상형,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/02/23 12:28:42 AM GMT+9,송담호,강아지상,1명,오직 딸,경제적 안정 후,입양 고려,5,2,5,5,2,5,2,4,2,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/20 1:15:41 PM GMT+9,송찬아,고양이상,2명,오직 딸,결혼 즉시,의학적 도움 적극 시도;입양 고려,3,1,5,5,4,4,5,2,2,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"경제적 성공, 사회적 지위",3,
2026/02/20 5:04:41 PM GMT+9,황혜온,여우상,2명,딸2 아들1,결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,1,4,5,5,4,4,5,5,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/02 5:04:49 AM GMT+9,심은솔,여우상,2명,오직 딸,경제적 안정 후,무자녀,3,1,4,5,5,2,1,4,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",5,
2026/02/20 12:11:57 AM GMT+9,윤호나,오리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,3,4,5,2,5,1,3,4,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",1,
2026/02/20 11:09:52 PM GMT+9,이린영,쿼카상,그 이상,오직 딸,결혼 즉시,의학적 도움 적극 시도;입양 고려,5,2,4,4,4,4,4,2,4,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",3,
2026/03/01 3:56:00 AM GMT+9,조도나,오리상,2명,"딸 1명, 아들 1명",결혼 즉시,무자녀,5,2,4,5,4,4,4,2,4,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 6:57:55 AM GMT+9,서빈태,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,4,5,5,2,4,1,3,3,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,실패해도 다시 도전하는 용기 있는 사람,4,
2026/03/02 6:58:00 AM GMT+9,정담솔,너구리상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,2,1,5,5,4,5,4,3,1,3,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/24 9:07:28 AM GMT+9,노훈아,여우상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;무자녀,1,1,5,4,4,3,5,2,4,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/23 2:11:35 PM GMT+9,권성태,여우상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,4,5,2,4,4,4,4,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",4,
2026/03/02 1:21:47 PM GMT+9,전율훈,강아지상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,4,2,4,5,5,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",1,
2026/02/20 9:17:59 AM GMT+9,안준성,토끼상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,4,3,2,2,4,4,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/28 2:20:18 AM GMT+9,김영아,너구리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,4,3,2,4,1,5,2,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/23 7:08:14 PM GMT+9,서담예,곰상,2명,되는대로,결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,4,5,2,4,5,4,2,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",4,
2026/02/24 9:31:10 PM GMT+9,오온은,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,3,5,5,5,4,5,3,2,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",2,
2026/02/28 10:14:50 AM GMT+9,장아주,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,4,1,5,5,4,3,4,5,4,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/25 6:28:09 PM GMT+9,박주우,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,4,4,1,5,1,5,2,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,돈과 일에 휘둘리지 않고 균형 잡힌 사람,5,
2026/02/26 8:08:12 AM GMT+9,한성수,강아지상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,2,4,5,4,1,2,4,4,4,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,창의적으로 문제를 해결하는 사람,2,
2026/02/28 7:17:50 AM GMT+9,박아훈,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,1,4,5,2,1,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",4,
2026/02/28 4:45:21 AM GMT+9,장민나,여우상,그 이상,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,4,3,5,5,4,4,5,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",4,
2026/02/22 3:52:05 AM GMT+9,정서현,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,3,3,4,2,5,1,4,2,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",1,
2026/02/26 4:28:51 AM GMT+9,송준태,고양이상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,5,2,5,5,4,4,4,5,4,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",3,
2026/03/01 1:22:32 PM GMT+9,송라별,여우상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,2,2,4,5,4,5,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,자기주도적으로 배우고 성장하는 사람,2,
2026/02/24 2:10:44 AM GMT+9,정현율,토끼상,3명,"딸 1명, 아들 1명",경제적 안정 후,무자녀;입양 고려,4,1,5,4,3,2,4,1,1,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,창의적으로 문제를 해결하는 사람,4,
2026/02/27 7:23:12 AM GMT+9,홍준하,여우상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,5,5,5,4,4,5,3,3,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/20 8:55:03 AM GMT+9,송온호,쿼카상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,4,1,5,4,3,2,5,4,1,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",2,
2026/03/03 1:48:54 AM GMT+9,노하도,강아지상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,2,5,5,3,5,5,4,3,1,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/22 6:44:46 AM GMT+9,안예태,늑대상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,4,3,2,4,4,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",4,
2026/02/22 3:56:42 AM GMT+9,오라수,고양이상,그 이상,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,4,4,5,3,1,2,5,4,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",4,
2026/02/24 10:38:09 PM GMT+9,홍하진,공룡상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,3,5,3,2,3,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/03/03 4:24:56 PM GMT+9,전민주,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려;의학적 도움 적극 시도,2,3,5,5,5,3,3,4,3,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/28 2:08:33 AM GMT+9,신진예,여우상,2명,"딸 1명, 아들 1명",결혼 즉시,무자녀;의학적 도움 적극 시도,5,1,4,5,2,4,4,2,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",4,
2026/03/03 2:14:57 PM GMT+9,조온현,다람쥐상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,2,5,4,3,2,5,2,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",1,
2026/03/01 6:01:01 PM GMT+9,서빈도,고슴도치상,그 이상,되는대로,경제적 안정 후,무자녀,1,1,4,5,3,5,3,3,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",5,
2026/03/03 5:51:55 PM GMT+9,허준도,호랑이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,5,4,3,5,3,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/24 9:38:28 AM GMT+9,신현율,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,2,1,4,3,2,4,2,4,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/03/02 4:39:02 PM GMT+9,임온윤,쿼카상,2명,오직 딸,경제적 안정 후,무자녀,2,3,4,5,5,2,1,4,3,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",2,
2026/02/20 8:23:09 AM GMT+9,한현하,강아지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,4,5,5,4,4,5,3,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",4,
2026/03/01 1:45:17 PM GMT+9,박혜별,고양이상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,2,5,5,4,4,5,5,2,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",1,
2026/02/26 2:13:44 AM GMT+9,백은우,곰상,3명,딸2 아들1,경제적 안정 후,의학적 도움 적극 시도,1,2,5,5,4,2,5,5,1,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/03 3:46:55 AM GMT+9,양경예,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려;의학적 도움 적극 시도,2,1,4,4,2,4,1,5,1,1,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,정서적으로 안정되고 공감할 줄 아는 사람,3,
2026/02/24 10:33:32 PM GMT+9,이민혜,고슴도치상,1명,오직 딸,경제적 안정 후,입양 고려,2,1,5,4,3,3,4,4,3,4,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",5,"회복탄력성, 생활력 강한 사람",5,
2026/02/21 8:10:10 AM GMT+9,심율찬,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려;무자녀,2,1,3,4,2,5,1,5,1,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/25 1:15:32 PM GMT+9,최준솔,곰상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,4,5,4,5,3,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",5,
2026/02/24 5:57:20 PM GMT+9,장혜민,토끼상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,4,2,4,5,4,1,2,4,3,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 3:50:44 PM GMT+9,이호태,여우상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,4,3,3,5,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",1,
2026/03/01 4:34:27 PM GMT+9,심수경,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려;무자녀,3,1,5,5,2,1,2,3,4,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",4,
2026/02/22 8:22:43 PM GMT+9,남연연,햄스터상,그 이상,되는대로,경제적 안정 후,의학적 도움 적극 시도;입양 고려,1,1,5,3,3,5,4,4,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/01 6:45:04 AM GMT+9,조태온,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,2,1,5,5,2,4,5,4,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",4,
2026/03/01 9:07:28 PM GMT+9,박담율,여우상,2명,딸2 아들1,경제적 안정 후,의학적 도움 적극 시도,1,3,5,5,4,4,5,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/22 6:53:13 AM GMT+9,손솔하,토끼상,2명,오직 딸,결혼 후 3~5년 이내,무자녀,2,1,4,5,4,1,5,3,2,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/27 2:42:11 AM GMT+9,오영서,고양이상,1명,오직 딸,결혼 즉시,의학적 도움 적극 시도,3,1,5,4,4,4,5,5,3,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",2,
2026/02/23 5:16:41 PM GMT+9,유나예,강아지상,2명,"딸 1명, 아들 1명",결혼 즉시,무자녀,3,1,5,5,5,3,3,5,3,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/22 3:38:16 PM GMT+9,윤솔영,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,2,4,5,4,4,1,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,다른 사람을 존중하고 협력하는 사람,3,
2026/02/21 2:44:30 PM GMT+9,한우율,호랑이상,2명,딸2 아들1,결혼 후 1~2년 이내,입양 고려,4,1,5,4,3,3,2,3,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/02/20 10:37:08 PM GMT+9,김호주,늑대상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,3,2,4,4,5,1,2,4,2,4,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/02/23 3:28:39 AM GMT+9,황예현,공룡상,2명,오직 딸,경제적 안정 후,무자녀,2,2,1,5,5,5,2,3,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",2,
2026/02/21 8:29:59 AM GMT+9,권빈림,곰상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,4,5,5,4,4,1,4,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",4,
2026/02/26 8:39:19 PM GMT+9,오라하,여우상,2명,오직 딸,경제적 안정 후,무자녀,2,1,4,5,4,4,2,3,4,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",5,
2026/02/20 3:26:47 PM GMT+9,강윤민,강아지상,1명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,2,5,4,4,4,1,3,2,3,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/02 1:27:56 AM GMT+9,임혜진,여우상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,1,5,5,5,5,3,1,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",1,
2026/02/27 3:25:18 AM GMT+9,송수하,여우상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,5,4,4,4,5,3,2,3,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,자기 감정을 잘 표현하고 조절하는 사람,4,
2026/02/21 6:31:26 AM GMT+9,이나빈,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,4,1,5,5,2,4,1,3,3,2,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",2,
2026/02/20 6:03:28 PM GMT+9,노진도,고양이상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,4,2,4,5,3,1,2,4,4,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,창의적으로 문제를 해결하는 사람,2,
2026/03/02 9:07:47 PM GMT+9,이태진,곰상,2명,아들1 딸2,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도;입양 고려,2,1,4,5,1,1,5,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/23 3:07:30 AM GMT+9,백아찬,강아지상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,5,4,5,4,4,1,1,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",5,
2026/02/27 3:08:47 PM GMT+9,권은율,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도;무자녀,2,4,4,5,2,1,4,4,4,1,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",4,
2026/03/02 4:16:30 PM GMT+9,강호빈,강아지상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려;무자녀;의학적 도움 적극 시도,4,2,4,5,2,4,5,1,2,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/23 6:13:48 AM GMT+9,이은나,곰상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,4,5,4,5,3,3,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 3:54:36 AM GMT+9,문온아,여우상,1명,오직 딸,경제적 안정 후,무자녀,2,1,4,5,5,2,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"경제적 성공, 사회적 지위",5,
2026/03/03 9:31:08 PM GMT+9,손지은,호랑이상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,1,5,4,5,5,3,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/03/02 7:51:47 AM GMT+9,조영찬,토끼상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,5,4,2,5,5,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,정서적으로 안정되고 공감할 줄 아는 사람,1,
2026/02/28 8:45:19 PM GMT+9,강연린,토끼상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,3,1,5,5,3,2,4,5,4,2,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,정서적으로 안정되고 공감할 줄 아는 사람,2,
